step,learning_rate,train_loss,train_mse,train_mass,train_momentum,train_energy,gradient_norm,validation_loss,validation_mse,validation_mass,validation_momentum,validation_energy,validation_relative_l2,validation_bkw_relative_l2,validation_non_bkw_relative_l2,validation_selection_score,validation_mass_drift,validation_momentum_drift,validation_energy_drift,validation_negative_mass
540.0,0.0009229423231234945,0.018711850613376706,0.01835847196634859,2.1833372598470334e-06,2.517934559562528e-07,1.134350567309018e-06,0.2590833008289337,0.030697809072212597,0.03060364299453795,2.5548973339523717e-07,2.4403379440243154e-07,4.5164897396646124e-07,0.00696975365281105,0.0052232390735298395,0.008134096705665192,0.0066786678895975156,0.00020579099655151367,0.0006521732429973781,0.005077266693115234,0.0032603619853034615
560.0,0.0009172960141514963,0.023345729097264817,0.022966282069683076,2.200615920930713e-06,3.969853688437514e-07,1.2351969686269302e-06,0.4573978781700134,0.032508254586205675,0.032081723865121606,2.7591141289002927e-06,1.5639662317320675e-07,1.392880369987816e-06,0.007115124259144068,0.005304386140778661,0.008322283004721006,0.0068133345727498336,0.0006793856620788575,0.0005518692429177463,0.00859229564666748,0.0027397436555474997
580.0,0.0009114688585211809,0.017646334837930603,0.0173019076930359,2.106256991354161e-06,2.8457259204042565e-07,1.0882324862489001e-06,0.3615121841430664,0.0325038136935831,0.03233584607951343,1.0741423655461603e-06,4.0247644351064287e-07,2.2002375730347118e-07,0.006857535848394036,0.004852135432884097,0.008194469458733996,0.006523302445809047,0.0003874778747558594,0.0009020919445902109,0.0031156659126281737,0.00278752613812685
600.0,0.0009054634122155963,0.018951142889306462,0.018606072291731834,2.1723782205660805e-06,3.5779365749286905e-07,9.553897136039892e-07,0.2675272822380066,0.031647516578209745,0.03147477279417217,3.106854439204209e-07,7.060535347770204e-07,7.281477287527683e-07,0.006668589683249593,0.004277721745893359,0.008262501641487082,0.006270111693690221,0.00022180080413818358,0.0011266187066212296,0.005829942226409912,0.002984840329736471
620.0,0.0008992823094219743,0.01892087124149534,0.018503673444502055,1.9709506954215647e-06,7.40339324519133e-07,1.5028291416076343e-06,0.5071721076965332,0.03118288614788553,0.03065118407830596,9.69234186322909e-07,9.616104590374386e-07,3.4398833301908757e-06,0.006667150324210525,0.004216442466713488,0.008300955562541882,0.006258699014627685,0.00041120052337646485,0.0013856505043804645,0.014116835594177247,0.002505491767078638
640.0,0.0008929282613762881,0.01855618026198404,0.018286625621840358,1.3331841813751288e-06,6.911569223679207e-07,6.984330391223839e-07,0.3398844003677368,0.03093319593528365,0.029951041704043745,2.5724055447240123e-06,9.02490296887585e-07,6.445853968892475e-06,0.006447795871645212,0.004152496811002493,0.007977995245407024,0.006065246028204759,0.0007036447525024414,0.001310353074222803,0.019637095928192138,0.0022661134134978056
660.0,0.0008864040551740131,0.019552514933959975,0.019040219159796833,2.526854079279728e-06,7.673382067469678e-07,1.8805125035000037e-06,0.3891451358795166,0.030707914302732866,0.030579502624459565,8.198231504352565e-07,1.123649686941936e-07,3.648995401968183e-07,0.006326579488813877,0.0038328361697494984,0.007989075034856796,0.005910955602303147,0.00038654804229736327,0.00047067567938938735,0.0044036865234375,0.0028166599338874223
680.0,0.000879712552547617,0.016564566568295365,0.016205385513603687,2.412750257607612e-06,2.658718924520016e-07,9.494693114724834e-07,0.3211442530155182,0.029993587996733417,0.02987089860253036,4.326316561837492e-07,2.890918890107961e-07,5.175632649373509e-07,0.006270808726549148,0.0037859411677345634,0.007927387099092206,0.005856664133413385,0.00026154518127441406,0.0007217001693788916,0.005368590354919434,0.002782446308992803
700.0,0.0008728566886113078,0.018396933852805802,0.018003682291600855,2.266016476714396e-06,4.0731045528246216e-07,1.2989110599723012e-06,0.6563779711723328,0.028401173346040472,0.027917217928916216,3.1259295912845034e-06,5.646694743718398e-07,1.1978394911543133e-06,0.005939383571967482,0.0032355255680158734,0.007741955574601889,0.005488740571308881,0.000770115852355957,0.0010791173903271557,0.007686388492584228,0.0030185263836756348
720.0,0.0008658394705735964,0.014730440623450686,0.014352188387420028,1.7828487268157652e-06,4.450120543636323e-07,1.5928688756959594e-06,0.5732617974281311,0.03673298747949886,0.03465267177671194,1.6526110454510586e-05,8.699394894765495e-07,3.6172399831534753e-06,0.00697074867784977,0.004036015132442117,0.008927237708121538,0.0064816264202818274,0.0018481969833374023,0.001247045595664531,0.014705610275268555,0.0030483165523037315
740.0,0.0008586639764182354,0.018682480205000775,0.018058283999562264,3.900514189103e-06,2.3159372850800774e-07,2.172904258535587e-06,0.32871031761169434,0.03027153795266772,0.029465767298825087,4.071149513095508e-06,6.037721646170151e-08,4.0075707840047445e-06,0.00609656423330307,0.0032307796645909548,0.008007087279111147,0.005618933471851051,0.0009122729301452637,0.0003261552716139704,0.01536639928817749,0.0029698646161705256
760.0,0.0008513333535541133,0.017707292880335,0.01741835263092071,1.211210001361907e-06,3.702431469030741e-07,1.3371352296571608e-06,0.16644549369812012,0.030938770624555013,0.0303119495511055,3.7657569839143207e-06,1.7679959045816055e-06,7.977731059436149e-07,0.006281091645359993,0.003464893437922001,0.008158557116985321,0.005811725277453661,0.000871574878692627,0.0018468301044777037,0.005260598659515381,0.00283249884378165
780.0,0.0008438508174346985,0.01776928948160964,0.01750780469737947,1.2018514111432012e-06,5.639842531484533e-07,8.754247824777366e-07,0.5297448635101318,0.03004443667963101,0.02991966838017106,8.39254315049473e-07,2.5784883623745797e-07,1.6318270184385272e-07,0.00618863021954894,0.003525079693645239,0.007964330570151409,0.005744705131898324,0.00034368038177490234,0.0006426044448744506,0.0024819374084472656,0.0024398675886914134
800.0,0.0008362196501476324,0.01490525086799556,0.014585564192384482,2.0099033686641157e-06,2.587373668056696e-07,9.60517604036043e-07,0.314785897731781,0.030899476438742673,0.030734763573855163,8.620101827700608e-07,3.445432631328186e-07,4.572128660921589e-07,0.006396556831896305,0.0037851484958082438,0.00813749572262168,0.0059613221092149615,0.0003444552421569824,0.0008360698586329818,0.0034622550010681152,0.0025455861585214736
820.0,0.0008284431989751,0.014564991884824482,0.014324728830251843,1.2069180858890734e-06,5.152758269714334e-07,7.047056282772715e-07,0.2796211242675781,0.028217626988547993,0.027974674524739385,1.2955102595521962e-06,4.3266048306114425e-07,7.258945483826957e-07,0.005711872968822718,0.002853635000064969,0.00761736494799455,0.005235499974029759,0.00040442943572998046,0.000921997136902064,0.005738461017608642,0.0025248241377994417
840.0,0.0008205248749255989,0.016451115807956728,0.01603480784688145,2.483828201680556e-06,3.23777334720233e-07,1.3975253835515582e-06,0.9291923642158508,0.030494355715173626,0.030052708531729876,3.5795221487136342e-06,3.6849152931707956e-07,5.130689830172564e-07,0.006256459187716246,0.0033428987953811884,0.008198832782606283,0.005770865788993736,0.000829005241394043,0.0008289219927974045,0.004584717750549317,0.002658617333509028
860.0,0.0008124681512377614,0.017902880184118432,0.017526601802092045,2.052195143771505e-06,2.861734840209257e-07,1.4624231098477945e-06,0.7114422917366028,0.030874429422354032,0.030239024898037314,5.2792344984752115e-06,4.779215581435171e-07,6.610714617319649e-07,0.006475594080984593,0.003844117047265172,0.008229912103464207,0.006037014575364689,0.0010353684425354003,0.0008753569913096726,0.004857861995697021,0.0024665438802912833
880.0,0.0008042765618568729,0.01486562992234336,0.014665295206941664,1.108732066423477e-06,2.453230593606975e-07,6.695278580713572e-07,0.33459803462028503,0.02861376588077821,0.028500851499848066,4.534520565327957e-07,1.5051091215194097e-07,5.365863336399575e-07,0.005984857212752104,0.0033352705650031567,0.007751248311251402,0.005543259438127279,0.0002294778823852539,0.0005137178231962025,0.005602014064788818,0.0025414064759388564
900.0,0.0007959536998847717,0.015087010392945546,0.014751138899009674,1.7704116186895674e-06,3.22144292443057e-07,1.3000854417549794e-06,0.9771151542663574,0.0295680743985619,0.029475299222394825,6.982496757908137e-08,3.5405899685012646e-07,5.1323902715741e-07,0.005909882532432675,0.0030037753749638796,0.00784728730407854,0.00542553133952121,7.79867172241211e-05,0.0008297658408991992,0.005083918571472168,0.002375157177448273
920.0,0.0007875032160037911,0.015764330791463242,0.015293527720496058,2.4749463400982132e-06,5.069436891365126e-07,1.77369654619139e-06,0.29883110523223877,0.029745334674976368,0.02854558404069394,3.779994964706622e-06,7.934026030999478e-07,7.545295707773508e-06,0.005849377904087305,0.0027809730963781476,0.007894981109226743,0.005337977102802445,0.0008756637573242188,0.0012879967223852872,0.021358847618103027,0.0019224639516323804
940.0,0.0007789288168754528,0.014190960196758523,0.013675657939165831,2.6566310454358298e-06,6.086337706507313e-07,1.9398084929305296e-06,0.269483357667923,0.03096965416998077,0.030626392713747917,9.891060831288146e-07,3.3868449459276595e-07,2.1394968589739e-06,0.005867972318083048,0.00260929053183645,0.008040426842247447,0.0053248586870419485,0.0004376649856567383,0.0008076832280494272,0.011335182189941406,0.0021233107428997753
960.0,0.0007702342635146008,0.01278866206097612,0.012562585924752057,1.5252733449500113e-06,2.30311445931432e-07,5.280125447151704e-07,0.2548379898071289,0.02852974661008874,0.027639201714191586,3.5010445947757316e-06,2.2139089598430003e-07,5.272967498100138e-06,0.005607711523771286,0.002360963262617588,0.007772210364540418,0.0050665868135790024,0.0008490562438964843,0.0006507622310891747,0.017918932437896728,0.001777592662256211
980.0,0.000761423369639697,0.01408177026545734,0.013749795616604388,1.7598693546712153e-06,3.821463666705408e-07,1.2112635600012196e-06,0.32997849583625793,0.027776300150265994,0.02756839576177299,1.0923556837014582e-06,7.052163504411479e-07,3.0247229406955516e-07,0.0055507787503302096,0.0023707111831754446,0.007670823795100053,0.005020767489137748,0.0004489898681640625,0.0011930527864024044,0.003973662853240967,0.002241784636862576
1000.0,0.0007524999999999976,0.01359445274756019,0.013457079941872507,5.289152586665022e-07,2.899231743675339e-07,5.687656648213303e-07,0.32138746976852417,0.03264912827406571,0.03244255889439955,1.2823584657638852e-06,2.3203173317114717e-07,5.721691916321926e-07,0.006163184531033039,0.002589740324765444,0.00854548066854477,0.0055676104966551065,0.00048722028732299804,0.0006391803559381515,0.005014801025390625,0.002282847429160029
1020.0,0.0007434680686803467,0.014223188866686318,0.013793053873814642,2.6601034145641375e-06,2.448679724643401e-07,1.4398265207662008e-06,0.8312059640884399,0.028687479564582126,0.027914890297688545,4.87223666709593e-06,2.3362431060651428e-07,2.6980710111216196e-06,0.005760994832962751,0.002693638321943581,0.0078058991736421985,0.00524976874779289,0.0009576082229614258,0.0006615160556975753,0.012072360515594483,0.0020448984229005872
1040.0,0.0007343315373843293,0.013032717203099675,0.012613135622814298,2.2254842163831185e-06,2.7248258869992194e-07,1.740230975577364e-06,0.7863488793373108,0.029163959336404026,0.028902730206027627,1.4063330985406632e-06,7.729095961482826e-07,4.594353899211568e-07,0.00564927002415061,0.002176012727431953,0.007964774888629714,0.0050703938080308335,0.00045931339263916016,0.0011816849932074548,0.00408179759979248,0.002298586629331112
1060.0,0.0007250944136965368,0.014199968621176886,0.014017105184029788,1.053507015736568e-06,2.895678049830268e-07,5.040306050086502e-07,0.45340466499328613,0.03205695248395107,0.03199795400723815,3.800989211097762e-07,1.2291279213922963e-07,9.293249597245362e-08,0.005884049367159605,0.0025006067007780075,0.008139677811414003,0.0053201422560960054,0.0002191781997680664,0.00044034733437001703,0.00184478759765625,0.0022794811055064203
1080.0,0.0007157607493247087,0.013115796662152897,0.01292619553860277,1.0985036145385481e-06,1.8391773066309672e-07,6.327415189410704e-07,0.45799070596694946,0.030560934883710075,0.030385392194148153,1.4661573952996775e-06,2.926700702428576e-07,1.433101488091167e-08,0.0061881539411842825,0.0029030784498900175,0.008378204268713793,0.005640641359301905,0.00047668218612670896,0.000582193915033713,0.0007314682006835938,0.0021430263412185015
1100.0,0.0007063346383225186,0.013284703218549784,0.013182782055810093,4.833325310954333e-07,1.692781858731021e-07,3.768959773717879e-07,0.2500830590724945,0.030016903029496163,0.029942975100129842,1.4141008487943871e-07,5.2894035601272424e-08,5.52442640795256e-07,0.006182650476694107,0.0032136046793311834,0.008162014341602722,0.005687809510466953,0.0001443028450012207,0.000318163848714903,0.005519485473632813,0.002048429986461997
1120.0,0.0006968202152937886,0.011861541541791042,0.01169141752179712,7.453567654526987e-07,1.6185403196425645e-07,8.112136469661026e-07,0.30041801929473877,0.02979915772572388,0.02942341964226216,6.218840900916293e-07,2.789975180234314e-07,2.8944525682659542e-06,0.005952009931206703,0.0029615730745717883,0.007945634502296647,0.005453603788434218,0.00033954381942749026,0.0005774502351414412,0.01320497989654541,0.001984499127138406
1140.0,0.000687221653578913,0.012234484300118663,0.012032348138745874,1.095788237638129e-06,1.5831164889264087e-07,7.876795212751675e-07,0.3491276502609253,0.030693771622377488,0.03055982928490266,6.319363894354311e-07,1.1672186769006077e-07,6.042946466606497e-07,0.005974030774086714,0.002313642529770732,0.008414289603630701,0.0053639660667007165,0.00032874345779418943,0.00040544418880017474,0.00556027889251709,0.002372177573852241
1160.0,0.000677543163424296,0.013612502544969929,0.01346598434029147,8.269516000835411e-07,8.254677480135984e-08,5.7048349055412e-07,0.47998467087745667,0.028045486495301752,0.027888282982166855,1.3133363101689854e-06,1.7262702492618305e-07,1.0195093899468823e-07,0.005646595172584057,0.002807294367812574,0.007539462375765045,0.005173378371788809,0.0004294395446777344,0.0004885521251708269,0.0021332859992980956,0.0021604744251817465
1180.0,0.000667788990135596,0.01265630221751031,0.012473376677371561,1.1186951276265566e-06,1.858830753156089e-07,5.43154525732067e-07,0.32168498635292053,0.03144911146748436,0.031066977116279305,2.23926248251832e-06,8.872935467414162e-08,1.5319511042727128e-06,0.006136295851320028,0.0027536870911717415,0.008391368358085552,0.005572527724628647,0.0005614280700683594,0.0004242010531015694,0.009194707870483399,0.0018956811749376357
1200.0,0.0006579634122155964,0.011565075466962053,0.011239236663095653,2.008339653133338e-06,1.9325034613719583e-07,1.0897110498850318e-06,0.3667840361595154,0.028626371272300756,0.02834018151042983,1.3193822036244921e-06,2.139345355511681e-07,1.357488936288232e-06,0.005813136836513877,0.002542164525948465,0.007993785043557486,0.005267974784752975,0.00047795772552490235,0.0005603242258075625,0.009031414985656738,0.001947399228811264
1220.0,0.0006480707394875108,0.01036872593079106,0.010146026208531111,1.2312565492888325e-06,1.782291918546833e-07,8.40006402896362e-07,0.3031120002269745,0.03003990470415369,0.02983335735043511,7.555201877957242e-07,2.6279059763748656e-07,1.0680261208150726e-06,0.006047805584967136,0.002619837410748005,0.008333117701113224,0.0054764775559306145,0.00037237405776977537,0.0005846161278896034,0.0077211976051330565,0.0019138960517011583
1240.0,0.000638115311204554,0.012367262593626725,0.012206337007228285,8.336754909168913e-07,1.566525135805618e-07,6.351829692241471e-07,0.5439321398735046,0.02997706636943069,0.02991626427974552,3.4154013343624614e-07,1.8975814989595607e-07,8.286423874024548e-08,0.0058921205811202524,0.002845543436706066,0.00792317201072971,0.005384357723717888,0.0002202749252319336,0.0006142063124570995,0.0015928030014038086,0.0021102035068906845
1260.0,0.0006281014941466009,0.011112731666774647,0.01102050777990371,5.368578164828443e-07,1.564126993342716e-07,2.382838970206418e-07,0.4700453281402588,0.028380208664587774,0.0282776941312477,7.53713477814949e-07,2.6800921997846276e-07,1.3777638975016275e-08,0.005871089035645127,0.002850372693501413,0.007884899930407604,0.0053676363119545085,0.00033309459686279295,0.0007021263241767884,0.0007391929626464844,0.002144439145922661
1280.0,0.0006180336807047728,0.012024776461397794,0.011851690337061882,1.0979948267278306e-06,2.021371820507646e-07,4.482126814831483e-07,0.10307596623897552,0.02938929973305425,0.029158388217911124,1.0439632523421375e-06,1.1105739629871135e-07,1.1774188982594209e-06,0.005829872190952301,0.0027168651577085257,0.007905210213114819,0.005311037685411672,0.00041484832763671875,0.00045750954304821787,0.008037161827087403,0.002239988371729851
1300.0,0.000607916286954789,0.01072618423433023,0.010501690162345766,1.3783117132217575e-06,1.893072101758239e-07,6.999979653343568e-07,0.17840413749217987,0.027361089285294092,0.027116543031297624,1.617433212590375e-06,2.9077449281512087e-07,5.619564763770062e-07,0.005693333782255649,0.00270992168225348,0.007682275182257096,0.0051960984322552885,0.0005572676658630371,0.0006807110679801553,0.0058038592338562015,0.0022136801155284045
1320.0,0.0005977537507199319,0.01126231192188604,0.011102633120026439,9.498764496022106e-07,1.4418684434290295e-07,5.188538965558985e-07,0.07166052609682083,0.030755935010854576,0.030684398394078015,3.977267187453968e-07,2.0887282410537097e-07,1.1599254580137963e-07,0.006033886782824993,0.0023917958606034517,0.008461947397639355,0.005426871629121403,0.0002667546272277832,0.0006587956915609539,0.0025063395500183106,0.0020236285869032144
1340.0,0.0005875505296244688,0.01119675376054649,0.011132277245633305,3.111303673892679e-07,1.2222281215792646e-07,2.1792474886882067e-07,0.2403268665075302,0.026763771462748852,0.02662282044766471,9.73309805050976e-07,1.9016525638931658e-07,2.602725656722656e-07,0.00539176925085485,0.002253997605293989,0.00748361701456209,0.004868807309928039,0.00040810108184814454,0.0005748006369685754,0.0037564635276794434,0.002113566710613668
